algo,no,bivariate_corr
datafly,1,0.1229757650192556
datafly,2,0.12325537691896782
datafly,3,0.0
datafly,4,0.1241434523128046
datafly,5,1.1102230246251565e-16
datafly,6,0.0
datafly,7,0.12298539484444469
datafly,8,0.0011416283489065187
datafly,9,0.001660181741602054
datafly,10,0.0
datafly,11,0.12288047144022088
datafly,12,0.0
datafly,13,0.1235502694962262
datafly,14,0.09847476723004259
datafly,15,0.12341589203714252
datafly,16,0.09841521884074547
datafly,17,0.12373435945818513
datafly,18,0.0
datafly,19,0.0
datafly,20,0.0
datafly,21,0.0010770892604627163
datafly,22,0.12394040634329376
datafly,23,0.12376230617345563
datafly,24,0.0
datafly,25,0.0
datafly,26,0.0
datafly,27,0.09817951039270327
datafly,28,0.0
datafly,29,0.12277347169424005
datafly,30,2.220446049250313e-16
datafly,31,0.0
datafly,32,0.0
datafly,33,0.16621619704777693
datafly,34,0.0
datafly,35,0.0
datafly,36,0.0
datafly,37,0.12421182177468922
datafly,38,0.09859477052480876
datafly,39,2.220446049250313e-16
datafly,40,0.12298146117234006
datafly,41,0.12456134198770276
datafly,42,4.6308427185885737e-05
datafly,43,0.12332570528556878
datafly,44,0.0008356400241683255
datafly,45,0.1239788473540414
datafly,46,0.12381683681503354
datafly,47,0.12379123474882181
datafly,48,0.0
datafly,49,0.0
datafly,50,0.12315311681872705
datafly,51,0.0
datafly,52,0.12339595885373068
datafly,53,0.0
datafly,54,0.12440600218205808
datafly,55,0.12259780136770104
datafly,56,0.0986401067956147
datafly,57,0.12331083293143022
datafly,58,0.0
datafly,59,0.0989176347621294
datafly,60,0.12466792986280546
datafly,61,0.12360276975108585
datafly,62,0.0
datafly,63,0.12264113080921676
datafly,64,0.0
datafly,65,0.0997201653788992
datafly,66,0.0
datafly,67,0.002725382613292202
datafly,68,0.12339963206210584
datafly,69,0.12393196950226668
datafly,70,0.12430589194141864
datafly,71,0.12329093827596023
datafly,72,0.0003318169926476563
datafly,73,2.220446049250313e-16
datafly,74,0.0
datafly,75,0.0
datafly,76,0.12360944735944399
datafly,77,0.12366916392772849
datafly,78,0.12342230027655794
datafly,79,0.0
datafly,80,0.0
datafly,81,0.12371421421191901
datafly,82,0.12380621311487264
datafly,83,0.0
datafly,84,0.09920890818777539
datafly,85,0.0
datafly,86,0.0003817035550173079
datafly,87,0.0
datafly,88,0.11680025597175295
datafly,89,2.220446049250313e-16
datafly,90,0.12433660221056883
datafly,91,0.0003458114254864179
datafly,92,0.0
datafly,93,0.1179378797567833
datafly,94,0.0008577176018847524
datafly,95,0.12358008329271115
datafly,96,0.12316351228180476
datafly,97,0.00315412396417945
datafly,98,0.1236417985417048
datafly,99,0.0
datafly,100,0.0
datafly,101,0.12399418818448625
datafly,102,0.12353228475926324
datafly,103,0.0984760278884068
datafly,104,1.1102230246251565e-16
datafly,105,0.12389405322006633
datafly,106,0.0
datafly,107,0.09923551176018106
datafly,108,0.00042918720719533157
datafly,109,0.12462809061887112
datafly,110,0.12367513678539431
datafly,111,0.09843509028674545
datafly,112,0.12272617074978495
datafly,113,0.0
datafly,114,0.12426419251832149
datafly,115,0.0016076245115009993
datafly,116,0.12275587259456998
datafly,117,0.0006173124441529263
datafly,118,0.12288619438195589
datafly,119,0.0
datafly,120,0.12403795398392373
datafly,121,0.09862511324527999
datafly,122,0.0
datafly,123,0.11793578763667317
datafly,124,0.001718433738029749
datafly,125,0.1247623306343518
datafly,126,0.0
datafly,127,2.220446049250313e-16
datafly,128,0.0988214816741894
datafly,129,0.0
datafly,130,0.1235343542318962
datafly,131,0.09807044192584558
datafly,132,0.1666298733086143
datafly,133,0.12352428150564448
datafly,134,0.0009470630367746748
datafly,135,0.0015653092519546906
datafly,136,0.12427600807821508
datafly,137,0.0
datafly,138,0.097933557655312
datafly,139,0.001673180897079153
datafly,140,0.0006716237282884958
datafly,141,0.12428534125992272
datafly,142,0.1644552202319669
datafly,143,0.1242115004147965
datafly,144,0.1234152255686129
datafly,145,0.0
datafly,146,1.1102230246251565e-16
datafly,147,0.12404897365034946
datafly,148,0.0007202709951373192
datafly,149,0.09781608809324759
datafly,150,0.09828515421337433
datafly,151,0.09945425839473977
datafly,152,0.12314091487474904
datafly,153,0.16477585092636327
datafly,154,0.09813233166595461
datafly,155,0.1237221050968997
datafly,156,0.12395708401276029
datafly,157,0.12337891277420125
datafly,158,0.12122166643647067
datafly,159,0.0
datafly,160,0.0
datafly,161,0.09900335998870857
datafly,162,0.12311032810466442
datafly,163,0.0010292312466969422
datafly,164,0.09841101738633376
datafly,165,0.12298988617236904
datafly,166,0.0006298565658838784
datafly,167,0.12380540931315374
datafly,168,0.12336484435370486
datafly,169,0.0015312319310688395
datafly,170,0.1236447149050026
datafly,171,0.12360610442416156
datafly,172,0.0010265546866444165
datafly,173,0.09835267448109657
datafly,174,0.12338356365466853
datafly,175,3.705873570696147e-05
datafly,176,0.0
datafly,177,0.0
datafly,178,0.0012529760671184755
datafly,179,0.001501286596752098
datafly,180,0.00018955667152330833
datafly,181,0.12067596120013108
datafly,182,0.12360958130882224
datafly,183,0.09821141505316136
datafly,184,0.09824708436576993
datafly,185,0.12439527172145888
datafly,186,0.0014120207617366717
datafly,187,0.0
datafly,188,0.0
datafly,189,0.0018508023273686482
datafly,190,0.0
datafly,191,0.0
datafly,192,0.0
datafly,193,0.00037172627966929116
datafly,194,0.0
datafly,195,0.12484103484325083
datafly,196,0.12380227055121479
datafly,197,0.12341000197592505
datafly,198,0.0007665581541189057
datafly,199,0.0
datafly,200,0.0
datafly_shuffled,1,0.0
datafly_shuffled,2,0.0
datafly_shuffled,3,0.0014593462875410802
datafly_shuffled,4,0.0030468436753839836
datafly_shuffled,5,0.0013786549822305122
datafly_shuffled,6,0.1214997451602583
datafly_shuffled,7,0.0016982999666892143
datafly_shuffled,8,0.12337492254956252
datafly_shuffled,9,0.00040277982277793717
datafly_shuffled,10,0.0
datafly_shuffled,11,0.19578003325329102
datafly_shuffled,12,0.0015363787762106237
datafly_shuffled,13,0.12309202598579032
datafly_shuffled,14,0.0020394098081043034
datafly_shuffled,15,0.24677497804449455
datafly_shuffled,16,0.19606926705102304
datafly_shuffled,17,0.09763785637229681
datafly_shuffled,18,0.19611077627266313
datafly_shuffled,19,0.0979516738510654
datafly_shuffled,20,0.0030000472086722514
datafly_shuffled,21,0.0011814770161090219
datafly_shuffled,22,0.0018086905781965134
datafly_shuffled,23,0.0
datafly_shuffled,24,0.0013659240293462517
datafly_shuffled,25,0.001011478654023428
datafly_shuffled,26,0.00295782429826207
datafly_shuffled,27,0.09856979371765703
datafly_shuffled,28,0.0021124729283220787
datafly_shuffled,29,0.1967321973223646
datafly_shuffled,30,0.09821738732939098
datafly_shuffled,31,0.0020118287922540816
datafly_shuffled,32,0.003064985030243019
datafly_shuffled,33,0.12279532984427725
datafly_shuffled,34,0.09810848328054687
datafly_shuffled,35,0.00193977449752408
datafly_shuffled,36,0.003174315758253588
datafly_shuffled,37,0.1233362452091543
datafly_shuffled,38,0.002861683427963833
datafly_shuffled,39,0.245743030485829
datafly_shuffled,40,0.0021047935083931065
datafly_shuffled,41,0.0020253039422374838
datafly_shuffled,42,0.0022034778357929176
datafly_shuffled,43,0.09792941196170046
datafly_shuffled,44,0.0013838734719620997
datafly_shuffled,45,0.001965725411585715
datafly_shuffled,46,0.0016864030918074923
datafly_shuffled,47,0.001471278897783077
datafly_shuffled,48,1.1102230246251565e-16
datafly_shuffled,49,0.0015060079893692512
datafly_shuffled,50,0.001699818798629121
datafly_shuffled,51,0.003189373677139775
datafly_shuffled,52,0.001193689142137683
datafly_shuffled,53,0.24493948741581728
datafly_shuffled,54,0.0038284706238839858
datafly_shuffled,55,0.0016146101091913698
datafly_shuffled,56,0.0019064303940415674
datafly_shuffled,57,0.0013721491377488568
datafly_shuffled,58,0.1959717502586829
datafly_shuffled,59,0.0
datafly_shuffled,60,0.0035811851019819734
datafly_shuffled,61,0.0018346884894196208
datafly_shuffled,62,0.002233255021755012
datafly_shuffled,63,0.0
datafly_shuffled,64,0.003029900471331876
datafly_shuffled,65,0.12309098351360995
datafly_shuffled,66,0.0
datafly_shuffled,67,0.0013580420418724914
datafly_shuffled,68,0.0022239151001535763
datafly_shuffled,69,0.0014119617040421822
datafly_shuffled,70,0.0041110193926249435
datafly_shuffled,71,0.24562657949061178
datafly_shuffled,72,0.12366318076915206
datafly_shuffled,73,0.002718270726776397
datafly_shuffled,74,0.09784367730643281
datafly_shuffled,75,0.1959611847003137
datafly_shuffled,76,0.001265167598884353
datafly_shuffled,77,0.0038928993739164603
datafly_shuffled,78,0.0018041557408841056
datafly_shuffled,79,0.0032970443709295027
datafly_shuffled,80,0.24116026086250658
datafly_shuffled,81,0.0016966310560289416
datafly_shuffled,82,0.09805122329989548
datafly_shuffled,83,0.0019981525544509092
datafly_shuffled,84,0.1239206907141821
datafly_shuffled,85,0.12301732378910686
datafly_shuffled,86,0.0014169234309922088
datafly_shuffled,87,0.001406258911026438
datafly_shuffled,88,0.245561651660699
datafly_shuffled,89,0.0020766290636989974
datafly_shuffled,90,0.002126210897290601
datafly_shuffled,91,0.002115868693488052
datafly_shuffled,92,0.0023763295368697483
datafly_shuffled,93,0.09779497541736257
datafly_shuffled,94,0.0007699040972432743
datafly_shuffled,95,0.12336400221660683
datafly_shuffled,96,0.004117381002437038
datafly_shuffled,97,0.002280346339084666
datafly_shuffled,98,0.0038089968545567433
datafly_shuffled,99,0.0010727259037994715
datafly_shuffled,100,0.12283649603574427
datafly_shuffled,101,0.24594516323402218
datafly_shuffled,102,1.1102230246251565e-16
datafly_shuffled,103,0.195965025328906
datafly_shuffled,104,0.00199630768869443
datafly_shuffled,105,0.19564870761579858
datafly_shuffled,106,0.0016397551096768985
datafly_shuffled,107,0.002714593588578659
datafly_shuffled,108,0.09793262377739506
datafly_shuffled,109,0.0021024099831628037
datafly_shuffled,110,0.0017776105324823488
datafly_shuffled,111,0.0019197165813434444
datafly_shuffled,112,0.244306408532507
datafly_shuffled,113,0.001282993876807277
datafly_shuffled,114,0.0
datafly_shuffled,115,0.12284463840820882
datafly_shuffled,116,0.12112184165652184
datafly_shuffled,117,0.0
datafly_shuffled,118,0.001995670983222853
datafly_shuffled,119,0.0021399587505306445
datafly_shuffled,120,0.0014807075981845448
datafly_shuffled,121,0.0020155187935292484
datafly_shuffled,122,0.2463451169098121
datafly_shuffled,123,0.0024226754792237054
datafly_shuffled,124,0.0
datafly_shuffled,125,0.0013540466121750225
datafly_shuffled,126,0.09766964987971126
datafly_shuffled,127,0.0017742535881932141
datafly_shuffled,128,0.0017856470597856363
datafly_shuffled,129,0.0022489571380934145
datafly_shuffled,130,0.0017444603962939965
datafly_shuffled,131,0.12272890711115604
datafly_shuffled,132,0.0018172679318841927
datafly_shuffled,133,0.00274219527055441
datafly_shuffled,134,0.001059410573884395
datafly_shuffled,135,0.0024245512467109594
datafly_shuffled,136,0.002064031894332248
datafly_shuffled,137,0.0018724775804626172
datafly_shuffled,138,0.002810557760522869
datafly_shuffled,139,0.0019766603393223934
datafly_shuffled,140,0.1954633780236298
datafly_shuffled,141,0.001766000379715481
datafly_shuffled,142,0.0011660021340120052
datafly_shuffled,143,0.0018443759336775824
datafly_shuffled,144,0.1966711431770038
datafly_shuffled,145,0.0018159696251550356
datafly_shuffled,146,0.23534917895485918
datafly_shuffled,147,0.0
datafly_shuffled,148,0.0018762355582970613
datafly_shuffled,149,0.19546203298738118
datafly_shuffled,150,0.2461325111968933
datafly_shuffled,151,0.1957574079026168
datafly_shuffled,152,0.09850191490555057
datafly_shuffled,153,0.09836627316136606
datafly_shuffled,154,0.0012338080284811557
datafly_shuffled,155,0.003006271994855574
datafly_shuffled,156,0.0017092607848273218
datafly_shuffled,157,0.0012879395225849082
datafly_shuffled,158,0.0018422600084514202
datafly_shuffled,159,0.0015408257279922346
datafly_shuffled,160,0.1230161058562944
datafly_shuffled,161,0.0015250249591040519
datafly_shuffled,162,0.0024247641773651528
datafly_shuffled,163,0.0012849014000655213
datafly_shuffled,164,0.12325062176565288
datafly_shuffled,165,0.0018957654919612658
datafly_shuffled,166,0.09798794374358026
datafly_shuffled,167,0.001455037868426527
datafly_shuffled,168,0.12352648526139905
datafly_shuffled,169,0.001292533779327606
datafly_shuffled,170,0.0017670965574777915
datafly_shuffled,171,0.0018081426307384285
datafly_shuffled,172,0.0018596660842623465
datafly_shuffled,173,0.24613173604219998
datafly_shuffled,174,0.0020774165958789416
datafly_shuffled,175,0.0016069754608568519
datafly_shuffled,176,0.1962028736457957
datafly_shuffled,177,0.0
datafly_shuffled,178,0.0005832349808633606
datafly_shuffled,179,0.12324666319522637
datafly_shuffled,180,0.24436558925746676
datafly_shuffled,181,0.002183078405746061
datafly_shuffled,182,0.1234686595531464
datafly_shuffled,183,0.09800939780458638
datafly_shuffled,184,0.12318140285869036
datafly_shuffled,185,0.12369691186227014
datafly_shuffled,186,0.001943724787954692
datafly_shuffled,187,0.0020999779461310804
datafly_shuffled,188,0.002448725115633466
datafly_shuffled,189,0.002291822734774394
datafly_shuffled,190,0.0
datafly_shuffled,191,0.0030686185663368914
datafly_shuffled,192,0.003567107338597669
datafly_shuffled,193,0.11668920809013394
datafly_shuffled,194,0.002790155458757551
datafly_shuffled,195,0.0
datafly_shuffled,196,0.12328720135030097
datafly_shuffled,197,0.0
datafly_shuffled,198,2.220446049250313e-16
datafly_shuffled,199,0.0017107866126772932
datafly_shuffled,200,0.12367803479239829
mondrian,1,0.004951028653812072
mondrian,2,0.005020337179855973
mondrian,3,0.005163322072563797
mondrian,4,0.0048402018748766665
mondrian,5,0.006243967599304949
mondrian,6,0.005057537989048496
mondrian,7,0.004632353486865308
mondrian,8,0.004709187966419769
mondrian,9,0.004320683771841732
mondrian,10,0.005434623589683299
mondrian,11,0.0051977810727045
mondrian,12,0.004872271024165286
mondrian,13,0.006928911028239637
mondrian,14,0.004509485290318134
mondrian,15,0.00479894685297475
mondrian,16,0.004433133084001877
mondrian,17,0.0059160061947329525
mondrian,18,0.005169106534678903
mondrian,19,0.004366985403790557
mondrian,20,0.005198315577768023
mondrian,21,0.0072979960382480655
mondrian,22,0.00450321251997069
mondrian,23,0.00417219756974141
mondrian,24,0.005018445458135545
mondrian,25,0.0048489012098463504
mondrian,26,0.005277692735136012
mondrian,27,0.004436822281413178
mondrian,28,0.005209808892230117
mondrian,29,0.004449449529167138
mondrian,30,0.008102028193184986
mondrian,31,0.004621542478066098
mondrian,32,0.005247938378634513
mondrian,33,0.004856558238662716
mondrian,34,0.004691135682207474
mondrian,35,0.004395968585577205
mondrian,36,0.0045550395849412095
mondrian,37,0.005199251794243523
mondrian,38,0.004210689906842143
mondrian,39,0.005474946688186922
mondrian,40,0.0046250565912617485
mondrian,41,0.004488529535777567
mondrian,42,0.0048404649195863455
mondrian,43,0.007537901635314801
mondrian,44,0.004391601057985887
mondrian,45,0.006524142957243769
mondrian,46,0.007411879119568708
mondrian,47,0.004531460341468584
mondrian,48,0.0050700843644166885
mondrian,49,0.005837573680472137
mondrian,50,0.0054270939121345745
mondrian,51,0.005288933689446629
mondrian,52,0.0051925417083457555
mondrian,53,0.005012793229448647
mondrian,54,0.005088547011314384
mondrian,55,0.005199401429245761
mondrian,56,0.003898811769788264
mondrian,57,0.004413469875327359
mondrian,58,0.004473427485583596
mondrian,59,0.005666773531714458
mondrian,60,0.005034117929580196
mondrian,61,0.004761546358807219
mondrian,62,0.0071095425399515045
mondrian,63,0.0051579758641438125
mondrian,64,0.005797684535508414
mondrian,65,0.005018455151914016
mondrian,66,0.004263726051980157
mondrian,67,0.00458284975348109
mondrian,68,0.004274826563434631
mondrian,69,0.005759948128651227
mondrian,70,0.004299429190364282
mondrian,71,0.00527895571235012
mondrian,72,0.004598332978176484
mondrian,73,0.004860682312427547
mondrian,74,0.006102649474324854
mondrian,75,0.004500538979809456
mondrian,76,0.0046142305657592645
mondrian,77,0.005254857904092792
mondrian,78,0.006006617176907056
mondrian,79,0.006136112127771795
mondrian,80,0.004236146925902669
mondrian,81,0.004197366453150053
mondrian,82,0.004762269731994244
mondrian,83,0.004219629642120677
mondrian,84,0.004429592426407305
mondrian,85,0.007792767084778281
mondrian,86,0.004142045228314792
mondrian,87,0.006590759278572666
mondrian,88,0.006797462484744018
mondrian,89,0.0045243386838068785
mondrian,90,0.00446692821194672
mondrian,91,0.006601875878757461
mondrian,92,0.005198095671269147
mondrian,93,0.005180319610811916
mondrian,94,0.00627375284272126
mondrian,95,0.007488436644207666
mondrian,96,0.005061007882414158
mondrian,97,0.004417589153231929
mondrian,98,0.00504190522421542
mondrian,99,0.006707777544808317
mondrian,100,0.005589236860722097
mondrian,101,0.007292913265782764
mondrian,102,0.005724643249740587
mondrian,103,0.006639877177952218
mondrian,104,0.004421058687389324
mondrian,105,0.004653544342190631
mondrian,106,0.004553923503230752
mondrian,107,0.009487052360776089
mondrian,108,0.004620560283350292
mondrian,109,0.005175390793695845
mondrian,110,0.004746862762833262
mondrian,111,0.003976433185256419
mondrian,112,0.004285182007929329
mondrian,113,0.004294719716666154
mondrian,114,0.0043219220398796054
mondrian,115,0.006259999887980759
mondrian,116,0.0043235579358996785
mondrian,117,0.0056309997972925855
mondrian,118,0.004273723395161285
mondrian,119,0.004373067574839667
mondrian,120,0.004917357868290999
mondrian,121,0.0036887056689190374
mondrian,122,0.005057773925765458
mondrian,123,0.0051582152191963545
mondrian,124,0.00536330955077768
mondrian,125,0.005060081485884818
mondrian,126,0.005436419255924099
mondrian,127,0.004978569460910029
mondrian,128,0.00542803368610786
mondrian,129,0.004358844575998423
mondrian,130,0.004474950340170981
mondrian,131,0.004563317611297265
mondrian,132,0.005968156065608752
mondrian,133,0.005124824854569115
mondrian,134,0.0048647197053452666
mondrian,135,0.004829503756097652
mondrian,136,0.00516535083294751
mondrian,137,0.004400566808631614
mondrian,138,0.004189532978507982
mondrian,139,0.005262220013792158
mondrian,140,0.005103647178004244
mondrian,141,0.005427536404140516
mondrian,142,0.0048134931601629466
mondrian,143,0.0042586905181305305
mondrian,144,0.004332962267976165
mondrian,145,0.005699033113242928
mondrian,146,0.007125975886068787
mondrian,147,0.00507377733611625
mondrian,148,0.006670071182058036
mondrian,149,0.007702977891289698
mondrian,150,0.0046240387604183485
mondrian,151,0.01090485108429036
mondrian,152,0.005350529112867613
mondrian,153,0.004867428207088307
mondrian,154,0.005390841486998102
mondrian,155,0.007685405713095891
mondrian,156,0.004726955046755865
mondrian,157,0.004369599826819703
mondrian,158,0.008093399493738336
mondrian,159,0.004517570145441373
mondrian,160,0.010085139220480727
mondrian,161,0.004566045000091504
mondrian,162,0.005304279706987017
mondrian,163,0.004411133441308529
mondrian,164,0.004310510735884578
mondrian,165,0.0046090553055991475
mondrian,166,0.005425751901561746
mondrian,167,0.007151766639640722
mondrian,168,0.0054541284762683485
mondrian,169,0.0047581990533799865
mondrian,170,0.004087186907279838
mondrian,171,0.00503035969556619
mondrian,172,0.00546927272161693
mondrian,173,0.004794795425935116
mondrian,174,0.0042944541670170006
mondrian,175,0.004686460250827622
mondrian,176,0.005300520494489848
mondrian,177,0.004162852418020238
mondrian,178,0.004845420030812488
mondrian,179,0.004798640367268483
mondrian,180,0.005403717590570766
mondrian,181,0.006075108809961965
mondrian,182,0.004771385345580818
mondrian,183,0.006130192878298235
mondrian,184,0.007187765814808829
mondrian,185,0.004235741309163133
mondrian,186,0.004242772294426442
mondrian,187,0.005703010153525341
mondrian,188,0.004411730507801205
mondrian,189,0.004446568497164714
mondrian,190,0.0045845120681496905
mondrian,191,0.005436992511876216
mondrian,192,0.004939183030206121
mondrian,193,0.004526287610488448
mondrian,194,0.004720866281504603
mondrian,195,0.005067967719677234
mondrian,196,0.005198354714299075
mondrian,197,0.004111493512766247
mondrian,198,0.004207319471664917
mondrian,199,0.004173386626208607
mondrian,200,0.004618295461614702
